Pos : 1,Iter : 1,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57
1,851.25,11.35

Pos : 1,Iter : 2,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57

Pos : 1,Iter : 3,Collisions: 0
agent_id,Distance,Time
0,717.5,9.57

Pos : 1,Iter : 1,Collisions: 0
agent_id,Distance,Time
0,230.0,3.07

Pos : 1,Iter : 2,Collisions: 0
agent_id,Distance,Time
0,230.0,3.07

Pos : 1,Iter : 1,Collisions: 17
agent_id,Distance,Time
58,1411.42,26.32
59,405.91,6.27
60,824.75,21.58
61,1118.67,24.95

Pos : 1,Iter : 46,Collisions: 24
agent_id,Distance,Time
0,1183.77,28.02
1,899.76,18.18
2,958.46,21.4
3,1343.83,29.33
4,1309.02,18.43
5,867.5,12.5
6,1041.83,16.45
7,1082.74,19.33
8,744.4,18.43
9,600.64,7.3
10,300.58,4.7
11,912.79,18.08
12,40.28,0.48
13,774.45,24.18
14,464.42,5.92
15,909.49,12.1
16,1076.93,24.32
17,637.71,14.88
18,839.98,19.1
19,415.0,5.53
20,1176.73,14.73
21,1013.44,28.6
22,732.19,16.78
23,1695.52,32.47
24,444.44,5.33
25,1300.15,19.98
26,1188.67,17.02
27,1118.11,19.68
28,1290.19,21.83
29,1188.51,26.08
30,670.16,20.2
31,911.21,13.9
32,293.17,4.08
33,348.61,5.05
34,968.39,23.07
35,626.18,7.82
36,1083.25,22.37
37,1090.75,15.27
38,784.82,11.83
39,851.59,10.82
40,718.65,10.37
41,653.75,9.78
42,780.44,16.75
43,415.0,5.53
44,1269.6,20.28
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,685.04,8.53
49,1006.1,18.85
50,1581.25,23.53
51,611.25,8.15
52,759.94,11.82
53,890.97,18.83
54,502.31,8.15
55,856.79,11.82
56,686.65,13.25
57,1481.81,25.05
58,1842.5,29.12
59,405.91,6.27
60,823.79,24.98
61,1117.91,23.57

Pos : 1,Iter : 47,Collisions: 24
agent_id,Distance,Time
0,1486.8,28.8
1,899.79,11.3
2,1259.84,28.32
3,1039.9,27.23
4,1455.38,24.22
5,866.3,19.37
6,1042.69,16.47
7,1083.56,22.75
8,742.46,19.12
9,600.64,7.3
10,300.58,4.7
11,1232.57,19.63
12,40.28,0.48
13,774.22,14.13
14,464.0,5.92
15,909.82,11.77
16,1076.89,24.65
17,636.54,14.37
18,840.02,14.83
19,415.0,5.53
20,875.64,10.6
21,1014.11,22.85
22,731.23,15.03
23,1698.41,32.77
24,444.44,5.33
25,1300.88,19.53
26,1187.04,17.0
27,1320.26,30.8
28,1871.44,35.75
29,1190.9,23.12
30,972.71,21.05
31,909.89,14.47
32,293.17,4.08
33,348.61,5.05
34,715.92,19.88
35,626.6,7.82
36,1131.5,23.97
37,1390.43,26.07
38,785.6,22.48
39,851.27,10.83
40,717.73,10.97
41,654.9,9.18
42,781.25,16.75
43,413.04,5.97
44,1270.86,23.78
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,684.62,8.53
49,1609.49,26.93
50,1393.62,22.7
51,611.25,8.15
52,760.36,11.82
53,1192.29,22.12
54,502.31,8.15
55,856.79,11.82
56,957.67,20.7
57,2154.7,35.53
58,1399.45,35.37
59,406.18,5.97
60,822.7,23.73
61,1122.14,21.68

Pos : 1,Iter : 48,Collisions: 15
agent_id,Distance,Time
0,1183.27,19.08
1,900.21,11.17
2,1182.71,22.03
3,1606.7,36.35
4,1398.3,21.72
5,867.25,19.42
6,1041.83,16.45
7,1083.24,21.67
8,745.0,17.27
9,600.64,7.3
10,300.58,4.7
11,1552.9,22.55
12,40.28,0.48
13,775.86,14.12
14,464.0,5.92
15,909.82,11.77
16,1076.74,19.55
17,636.24,15.47
18,838.01,18.13
19,415.0,5.53
20,875.21,10.6
21,1013.09,19.7
22,730.56,14.1
23,816.49,14.8
24,444.44,5.33
25,1301.1,19.5
26,1188.19,17.27
27,711.28,14.93
28,1292.54,18.13
29,1190.41,26.38
30,669.0,15.8
31,911.62,14.65
32,293.17,4.08
33,348.61,5.05
34,716.32,24.72
35,626.18,7.82
36,1435.52,34.98
37,1211.75,26.0
38,1085.49,19.47
39,851.27,10.83
40,717.73,10.97
41,654.9,9.18
42,781.25,16.75
43,413.04,5.97
44,1270.29,17.67
45,271.13,4.73
46,636.11,7.63
47,330.56,3.97
48,685.04,8.53
49,1607.69,21.25
50,1396.37,24.93
51,611.25,8.15
52,759.94,11.82
53,890.06,18.5
54,502.31,8.15
55,856.79,11.82
56,688.65,15.9
57,1483.81,23.37
58,1403.1,20.05
59,406.18,5.97
60,820.98,11.37
61,1121.13,21.95

Pos : 1,Iter : 49,Collisions: 25
agent_id,Distance,Time
0,1185.09,27.38
1,899.36,11.3
2,958.44,21.62
3,1039.11,19.93
4,1310.49,19.83
5,865.7,14.85
6,1042.69,16.47
7,1614.34,27.22
8,744.53,11.28
9,600.64,7.3
10,300.58,4.7
11,910.98,14.68
12,40.28,0.48
13,775.26,17.47
14,463.89,5.57
15,910.09,11.62
16,1380.6,33.93
17,636.54,14.37
18,838.55,16.83
19,415.0,5.53
20,877.14,11.77
21,1330.51,33.07
22,731.52,14.92
23,1694.81,32.88
24,444.44,5.33
25,1300.1,19.93
26,1186.94,17.05
27,711.87,16.43
28,1736.43,32.67
29,1188.29,27.27
30,669.1,15.28
31,1576.95,30.87
32,293.17,4.08
33,348.61,5.05
34,1626.38,33.2
35,626.6,7.82
36,553.73,14.18
37,1088.93,18.05
38,1142.01,21.88
39,850.91,11.48
40,717.82,10.7
41,654.9,9.18
42,781.54,17.33
43,413.04,5.97
44,1269.76,21.72
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,684.62,8.53
49,1142.42,22.88
50,1396.1,20.88
51,611.25,8.15
52,760.36,11.82
53,1033.76,23.98
54,502.38,8.35
55,856.96,16.92
56,987.5,23.58
57,1783.56,32.98
58,1008.37,25.25
59,406.35,5.75
60,822.23,11.93
61,1117.96,24.37

Pos : 1,Iter : 50,Collisions: 29
agent_id,Distance,Time
0,1185.23,29.72
1,898.93,11.47
2,1262.68,24.6
3,1476.49,31.22
4,1313.19,22.52
5,867.53,13.45
6,1041.83,16.45
7,1508.15,34.43
8,744.01,12.32
9,600.64,7.3
10,300.58,4.7
11,1285.81,29.97
12,40.28,0.48
13,773.94,14.28
14,463.89,5.57
15,910.09,11.62
16,1077.76,26.75
17,636.54,14.37
18,840.71,21.5
19,415.0,5.53
20,876.71,11.77
21,1542.38,33.08
22,731.52,14.92
23,1695.58,33.67
24,444.44,5.33
25,1300.1,24.93
26,1188.67,17.02
27,1261.76,32.82
28,989.16,20.27
29,1188.0,28.2
30,669.2,15.43
31,911.88,15.35
32,293.17,4.08
33,348.61,5.05
34,2103.72,39.58
35,626.18,7.82
36,1417.49,31.43
37,1470.8,42.45
38,1538.41,42.52
39,850.91,11.48
40,717.82,10.7
41,654.9,9.18
42,781.06,17.85
43,412.98,5.78
44,1269.54,16.82
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,685.04,8.53
49,2210.34,29.82
50,1397.44,20.15
51,611.25,8.15
52,759.94,11.82
53,1033.95,24.37
54,502.38,8.35
55,1156.41,14.33
56,969.22,26.92
57,1481.75,33.35
58,1009.03,26.37
59,406.35,5.75
60,822.5,15.77
61,1118.93,29.02

Pos : 1,Iter : 51,Collisions: 20
agent_id,Distance,Time
0,1509.6,23.4
1,898.93,11.3
2,1260.4,30.57
3,1039.36,21.0
4,1312.33,17.83
5,867.41,13.38
6,1042.31,16.33
7,1084.03,21.73
8,744.95,11.95
9,600.64,7.3
10,300.58,4.7
11,910.61,14.87
12,40.28,0.48
13,773.81,14.22
14,463.89,5.57
15,910.09,11.62
16,1918.47,38.15
17,636.54,14.37
18,839.22,17.63
19,415.0,5.53
20,877.14,11.77
21,1539.56,32.35
22,731.52,14.92
23,1694.45,32.9
24,445.41,6.28
25,1301.73,18.6
26,1187.84,17.3
27,712.71,18.4
28,990.92,18.38
29,1468.83,43.55
30,669.39,15.47
31,911.75,15.28
32,293.17,4.08
33,348.61,5.05
34,1020.77,19.33
35,626.6,7.82
36,553.16,13.88
37,1088.54,18.1
38,1540.9,39.78
39,850.91,11.48
40,717.82,10.7
41,654.9,9.18
42,781.25,16.75
43,412.98,5.78
44,1269.12,16.88
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,683.89,9.95
49,1201.33,31.67
50,1394.95,21.52
51,611.25,8.15
52,760.68,11.93
53,1033.95,24.38
54,502.49,7.27
55,1156.41,14.33
56,1123.18,25.68
57,1479.42,19.68
58,1011.54,24.95
59,406.35,5.75
60,823.52,15.85
61,1119.01,29.78

Pos : 1,Iter : 52,Collisions: 21
agent_id,Distance,Time
0,1184.31,21.45
1,899.89,11.92
2,1262.41,25.48
3,1342.84,29.23
4,1312.35,28.73
5,868.51,12.0
6,1043.17,19.48
7,1084.51,16.62
8,745.19,12.3
9,600.64,7.3
10,300.58,10.03
11,1518.34,26.8
12,40.28,0.48
13,775.29,13.95
14,463.89,5.57
15,910.09,11.62
16,1989.09,33.22
17,636.54,14.37
18,838.29,23.92
19,415.0,5.53
20,876.71,11.77
21,1013.57,20.08
22,730.56,14.1
23,814.57,20.45
24,444.44,5.33
25,1300.13,22.88
26,1187.56,17.55
27,712.7,21.68
28,387.9,10.35
29,1188.51,26.38
30,670.16,20.2
31,911.44,14.38
32,293.17,4.08
33,348.61,5.05
34,1016.21,22.43
35,626.18,7.82
36,1432.91,29.42
37,1185.7,21.52
38,1086.54,24.7
39,850.91,11.48
40,717.82,10.7
41,653.75,9.58
42,781.25,16.75
43,412.98,5.78
44,1270.08,17.03
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,684.12,9.95
49,1608.23,24.78
50,1397.73,19.07
51,611.25,8.15
52,1067.1,26.53
53,889.89,14.75
54,502.49,7.27
55,1156.75,18.48
56,989.21,21.97
57,1479.64,24.68
58,1401.35,25.72
59,406.35,5.75
60,822.43,18.43
61,1116.86,27.48

Pos : 1,Iter : 53,Collisions: 24
agent_id,Distance,Time
0,1183.1,20.92
1,899.15,11.67
2,1261.0,21.58
3,1530.06,30.08
4,1312.24,23.3
5,869.23,11.6
6,1042.88,14.9
7,1085.68,16.58
8,743.27,12.08
9,600.64,7.3
10,300.58,5.03
11,1211.68,24.1
12,40.28,0.48
13,774.41,19.45
14,463.89,5.57
15,910.19,11.63
16,1686.09,34.27
17,636.54,14.37
18,840.57,15.12
19,415.0,5.53
20,877.14,11.77
21,1014.09,22.98
22,730.56,14.1
23,1991.62,36.4
24,444.44,5.33
25,1300.13,17.88
26,1187.23,16.83
27,715.17,17.4
28,534.13,18.65
29,1188.86,25.08
30,670.16,20.2
31,912.73,20.35
32,293.17,4.08
33,348.61,5.05
34,1018.25,24.18
35,626.6,7.82
36,1432.1,33.95
37,1108.21,20.57
38,1365.22,26.75
39,850.91,11.48
40,717.82,10.7
41,653.85,9.27
42,781.43,17.0
43,412.98,5.78
44,1268.69,21.68
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,684.19,8.73
49,1006.51,14.33
50,1395.69,25.75
51,611.25,8.15
52,759.4,10.8
53,1031.95,23.82
54,502.49,7.27
55,1159.62,21.78
56,1289.85,21.35
57,1481.31,22.63
58,1311.76,29.88
59,406.35,5.75
60,823.53,11.67
61,1122.08,28.33

Pos : 1,Iter : 54,Collisions: 21
agent_id,Distance,Time
0,1184.26,25.78
1,898.93,11.3
2,1486.54,25.5
3,1529.2,31.68
4,1616.23,27.47
5,869.23,11.6
6,1042.88,14.9
7,1085.68,16.32
8,743.65,12.08
9,600.64,7.3
10,300.58,5.03
11,1212.69,20.35
12,40.28,0.48
13,773.94,20.23
14,463.89,5.57
15,910.62,11.63
16,1081.07,25.3
17,636.54,14.37
18,840.57,15.12
19,415.0,5.53
20,876.71,11.77
21,1013.01,23.82
22,730.56,14.1
23,1994.04,36.47
24,444.44,5.33
25,1300.35,17.98
26,1187.62,23.8
27,1017.01,22.35
28,569.43,19.63
29,1191.34,22.85
30,670.16,20.2
31,911.52,26.05
32,293.17,4.08
33,347.89,5.82
34,1018.99,22.88
35,626.36,8.43
36,831.56,20.92
37,1107.06,15.9
38,1368.95,29.92
39,850.91,11.48
40,717.82,10.7
41,653.85,9.27
42,780.41,24.68
43,412.98,5.78
44,1268.69,22.08
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,683.12,8.97
49,1005.76,14.55
50,1395.98,24.87
51,611.25,8.15
52,758.97,10.8
53,1033.66,24.1
54,502.49,7.27
55,1161.64,22.87
56,1291.03,20.58
57,1480.08,22.1
58,1312.03,25.1
59,406.35,5.75
60,823.42,16.98
61,1121.26,24.48

Pos : 1,Iter : 55,Collisions: 13
agent_id,Distance,Time
0,1184.01,19.38
1,898.93,11.3
2,1260.5,20.58
3,1039.92,19.77
4,1312.23,22.88
5,868.24,13.02
6,1042.88,14.9
7,1084.4,17.37
8,743.44,11.85
9,600.64,7.3
10,300.58,5.03
11,910.9,15.05
12,40.28,0.48
13,774.55,14.5
14,463.89,5.57
15,910.09,11.62
16,1081.02,20.35
17,636.54,14.37
18,839.49,17.0
19,415.0,5.53
20,877.14,11.77
21,1014.33,23.02
22,731.41,14.43
23,1991.44,36.42
24,444.44,5.33
25,1300.35,17.47
26,1188.0,21.77
27,712.38,17.35
28,389.1,10.55
29,1189.39,22.63
30,668.08,11.55
31,912.28,15.78
32,293.17,4.08
33,348.61,5.05
34,1017.31,17.13
35,626.6,7.82
36,552.85,13.35
37,1088.27,17.47
38,1084.42,22.1
39,850.91,11.48
40,717.82,10.7
41,653.85,9.27
42,780.87,17.62
43,412.95,6.5
44,1272.78,20.1
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,684.08,9.05
49,1007.33,16.83
50,1395.88,24.52
51,611.25,8.15
52,759.4,10.8
53,1031.04,24.3
54,502.21,7.25
55,1161.06,17.4
56,1288.08,19.23
57,1479.7,18.73
58,1009.76,24.97
59,406.35,5.75
60,822.8,13.22
61,1119.36,23.15

Pos : 1,Iter : 56,Collisions: 5
agent_id,Distance,Time
0,1184.02,20.15
1,898.93,11.3
2,1260.8,21.53
3,1038.43,21.75
4,1309.54,18.48
5,868.24,13.02
6,1042.88,14.9
7,1084.4,17.37
8,743.82,11.85
9,600.64,7.3
10,300.58,5.03
11,910.79,15.53
12,40.28,0.48
13,774.55,14.5
14,463.89,5.57
15,910.09,11.62
16,1081.02,15.35
17,636.54,14.37
18,839.68,17.22
19,415.0,5.53
20,876.71,11.77
21,1013.63,19.93
22,730.56,14.1
23,815.58,15.55
24,444.44,5.33
25,1300.35,17.47
26,1188.86,16.38
27,711.51,19.43
28,389.1,10.55
29,1189.39,22.63
30,669.39,10.47
31,912.28,15.78
32,293.17,4.08
33,347.65,4.63
34,1017.31,17.13
35,626.39,7.52
36,552.82,13.9
37,1088.7,18.33
38,1084.08,27.53
39,850.91,11.48
40,717.82,10.7
41,653.85,9.27
42,779.81,18.1
43,412.95,6.5
44,1272.78,20.1
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,683.65,9.38
49,1007.06,17.18
50,1393.94,21.38
51,611.25,8.15
52,758.97,10.8
53,889.16,15.3
54,502.21,7.25
55,1160.1,17.38
56,1288.91,19.25
57,1479.81,18.72
58,1009.48,15.42
59,406.35,5.75
60,822.91,12.43
61,1118.59,28.15

Pos : 1,Iter : 57,Collisions: 29
agent_id,Distance,Time
0,1184.14,25.65
1,914.29,16.93
2,1564.61,30.33
3,1344.56,28.53
4,1309.37,23.67
5,868.37,11.98
6,1042.88,14.9
7,1083.89,17.05
8,745.6,21.57
9,600.64,7.3
10,300.58,5.03
11,1361.97,31.03
12,40.28,0.48
13,775.73,22.05
14,463.89,5.57
15,910.09,11.62
16,1684.37,26.88
17,636.75,19.93
18,1319.26,31.98
19,415.0,5.53
20,877.14,11.77
21,1317.32,26.17
22,730.56,14.1
23,1394.69,23.65
24,444.44,5.33
25,1301.21,18.0
26,1188.38,16.63
27,840.17,27.18
28,473.38,17.3
29,1191.78,25.08
30,670.16,20.2
31,912.69,13.2
32,293.17,4.08
33,347.65,4.63
34,1017.66,25.37
35,626.39,7.52
36,1307.43,32.0
37,1357.75,30.75
38,783.46,10.35
39,944.95,23.2
40,717.82,10.7
41,653.85,9.27
42,1080.73,25.87
43,412.95,6.5
44,1270.89,21.7
45,271.13,4.73
46,636.54,8.37
47,330.56,3.97
48,683.65,9.38
49,1309.51,26.73
50,1394.78,23.78
51,611.25,8.15
52,759.4,10.8
53,1798.64,26.62
54,502.21,7.25
55,1159.21,17.37
56,1200.01,27.7
57,1479.38,23.72
58,1401.71,25.32
59,406.35,5.75
60,822.47,11.0
61,1121.55,27.35

